town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Rancho Sante Fe,1725.9598791690494,302.7831885478333,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2020.0642269622017,361.57742167274193,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1708.3891531881773,241.7629492235394,1,Home improvement,0,Credit history,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1831.6689256320285,296.0780444292834,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,2286.0442572815673,286.72053975139346,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1726.476094033696,283.30027167888727,1,Home purchase,0,Credit application incomplete,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1577.0298737240098,229.94867622209338,1,Home purchase,1,,Male,White,Female,Asian,Hispanic or Latino
Rancho Sante Fe,1889.033732684229,291.2974226706059,0,Home improvement,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1409.9183268228553,330.19452541163434,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1636.5244493618218,237.47235136479193,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not applicable
Rancho Sante Fe,1612.8066799184235,319.6853113262807,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1554.1240996699348,347.6316836560237,1,Home purchase,0,Other,Female,Asian,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2209.6571953089356,335.33316684985914,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1785.784908412749,319.3563305712907,1,Home purchase,1,,Female,White,Male,White,Not applicable
Rancho Sante Fe,1801.1936862859163,299.3213432075038,0,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1675.7406061583704,346.2324495193883,1,Refinancing,0,"Insufficient cash (downpayment, closing costs)",Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1649.6289948994663,301.88362873442395,1,Home purchase,0,Collateral,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1617.9962744735626,301.383564922227,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Black or African American,Not Hispanic or Latino
Rancho Sante Fe,1795.3774914775565,284.5073322638498,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,1863.216001854478,295.1595638598395,1,Home purchase,0,Employment history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1879.1755827927586,254.7357125757832,1,Home purchase,0,Collateral,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1557.3441380732725,318.04776601106926,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1799.6403678396305,288.88743876682224,1,Home purchase,0,Employment history,No co-applicant,No co-applicant,Male,Asian,Not applicable
Rancho Sante Fe,2166.3323470019855,264.5978248152542,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1631.418336037836,360.6152999704414,1,Home purchase,1,,No co-applicant,No co-applicant,Female,Black or African American,Not applicable
Rancho Sante Fe,2244.9104120949614,316.4120742338929,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1386.9794441814668,294.7337974444671,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1784.8158516337176,270.44656685707736,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1955.5006924551815,270.86607638720983,1,Home purchase,1,,No co-applicant,Not applicable,Male,White,Hispanic or Latino
Rancho Sante Fe,2418.6949029508924,223.00008014664888,1,Home purchase,1,,Female,White,Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,2089.3549712043123,319.3276568094311,1,Home purchase,1,,Female,White,Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,1731.9046869710662,301.55457115194554,1,Home purchase,0,Other,Female,White,Female,White,Not applicable
Rancho Sante Fe,1830.7642763910721,282.62987331639016,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Multiracial,Not Hispanic or Latino
Rancho Sante Fe,1964.5033317042237,254.27638473854233,1,Home purchase,0,Employment history,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1770.0556739848396,322.7652576213315,1,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,1699.599181782033,283.8651381674765,0,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1772.1512684646232,212.92164772302505,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Hispanic or Latino
Rancho Sante Fe,1769.9525684261437,255.8653807444244,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1826.0024073114985,354.05434558992187,1,Home purchase,1,,Male,White,Female,Black or African American,Not Hispanic or Latino
Rancho Sante Fe,1732.5879555162899,310.2342940128999,0,Home purchase,0,Credit history,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1955.2937964879777,376.18221332217394,1,Home improvement,1,,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1919.0156747119956,323.1978710514097,1,Home improvement,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,2088.2649693323006,234.5757705242603,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1828.7215981072095,308.8866503136337,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1844.5634443685958,326.98955299166,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1961.730415478266,389.61746465680744,1,Refinancing,1,,Male,White,Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,1179.3736554624634,339.4794771576997,0,Home purchase,0,Other,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1539.2851221469346,309.096894809781,0,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Hispanic or Latino
Rancho Sante Fe,2204.397587830727,235.99618706626762,0,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Hispanic or Latino
Rancho Sante Fe,1478.695045144573,421.0177846976611,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1600.3108548737537,317.0932157314947,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1739.7170532803384,277.11834342266206,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2074.134830063449,342.41078326553344,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Asian,Not applicable
Rancho Sante Fe,2162.551048780139,308.21788355272594,1,Home purchase,1,,Male,Asian,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1708.9041200837487,338.4898534464474,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1819.4717137866242,326.57098116557654,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1762.1317284577922,258.94837493710327,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1332.9755377694837,410.3788355734641,1,Home purchase,0,Credit history,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1830.4584728904958,322.10961393729957,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1633.9964943950538,300.48330891080656,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1519.124673718583,268.3873619121389,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2242.134657845109,191.04693741846347,1,Home improvement,0,Debt-to-income ratio,Male,Asian,Male,White,Hispanic or Latino
Rancho Sante Fe,1591.223807477497,297.5306804440518,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1727.119556860854,268.7038642703708,1,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,1918.0639832124084,305.10114155547876,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1595.9955931665813,377.06556563409134,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1941.9327357529482,355.93829656123796,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1887.451725551882,298.70311595109746,1,Home purchase,0,Credit history,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1939.179159517613,339.5263750375321,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,2202.1701460195072,331.22404502627734,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1774.9507654741888,296.7658006900102,1,Home purchase,0,Debt-to-income ratio,Male,White,Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,2162.18485146716,328.50691019860466,1,Home purchase,0,Mortgage insurance denied,No co-applicant,Not applicable,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1736.9843009961696,244.9573713879501,1,Home purchase,0,Credit history,Female,White,Male,White,Not applicable
Rancho Sante Fe,2051.4847481351667,317.0253448383055,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1867.801221102081,306.31532441994057,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,2128.213039358589,272.96536085924936,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1946.298907361701,256.18346497923494,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1719.4908260350105,331.1088925491212,0,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not applicable
Rancho Sante Fe,2200.2784578981637,317.2128021331635,1,Home purchase,1,,Female,White,Female,White,Not applicable
Rancho Sante Fe,2106.0095782446324,315.4513720347157,1,Home purchase,0,Mortgage insurance denied,No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,1903.404046778358,254.0403821115806,1,Home purchase,0,Employment history,No co-applicant,No co-applicant,Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,2126.5789688654513,337.1405227577005,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1813.8025545077403,285.99873469158274,1,Home purchase,0,Credit history,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1769.9901411552974,263.0093700823654,1,Home purchase,0,Credit history,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1668.2334278084406,355.1793856251053,1,Home purchase,0,Credit history,Male,White,Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,1753.9487788252538,232.84779011109526,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1986.9177882992603,266.63346784264877,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1682.3855363851,337.24710888299256,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Female,White,Not applicable
Rancho Sante Fe,1781.8105005397613,270.78478769909395,1,Home purchase,0,Mortgage insurance denied,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1566.7830995339166,290.7610456064658,1,Refinancing,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1645.3328262516563,353.28534756117415,1,Refinancing,0,"Insufficient cash (downpayment, closing costs)",Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1910.8468037695136,243.60181283018238,1,Refinancing,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1975.96796281655,339.8169558447913,1,Home purchase,1,,Male,White,Female,White,Not applicable
Rancho Sante Fe,2116.6174500507764,254.26013442607118,1,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,1779.425956407044,286.59699307583094,1,Home purchase,0,Collateral,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1677.352380897542,263.24347407569155,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2078.197060696494,308.457983232962,1,Home purchase,1,,Female,Asian,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1582.9066727076522,353.8346111111879,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1800.696938161958,303.52725132322905,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1771.2227600992544,199.30202644019872,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1735.8786962816544,290.1691728647153,1,Home purchase,0,Unverifiable information,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1553.8729937551232,287.54542088153613,1,Home purchase,1,,Male,Asian,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1724.9674934157479,309.9049896080366,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,2051.212290892756,328.1726012261538,1,Home purchase,1,,Male,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,2161.3314790910435,295.49771928695196,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,1909.713514064903,325.10422748947974,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not applicable
Rancho Sante Fe,2190.273519608997,265.30376433760836,1,Home purchase,0,Collateral,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2055.1325401173794,310.3674489500267,1,Refinancing,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1680.4650613205192,310.94444657942387,1,Home purchase,1,,No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Rancho Sante Fe,2039.8193101821162,229.6899762188254,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,2038.8782720914567,372.6205365333473,1,Home purchase,0,Unverifiable information,No co-applicant,No co-applicant,Female,Asian,Not applicable
Rancho Sante Fe,1635.9192811775024,328.0763138949481,0,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1728.1340938695387,421.8903473612804,1,Home improvement,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Rancho Sante Fe,1753.1197048818221,280.94380324169055,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,2131.0529014685144,323.5060842061132,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1781.769729707375,280.6885709390499,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2041.270537540898,300.8435973999566,1,Home purchase,0,Credit history,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2025.0868061294923,291.993162323642,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1846.776921877891,295.27385712901446,1,Home purchase,0,Other,Female,Asian,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1660.8786068199418,245.67745273043306,1,Home purchase,0,Unverifiable information,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2026.9009805410224,317.8479106131208,1,Home improvement,0,Credit history,Male,White,Female,White,Hispanic or Latino
Rancho Sante Fe,1684.0223458761893,309.24147704278477,1,Home purchase,0,Other,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2061.805993347361,367.3560356799898,1,Home purchase,0,Collateral,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1672.9212577242565,316.80545814954394,1,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1772.3693567078653,274.84354179873014,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Hispanic or Latino
Rancho Sante Fe,1372.299678455397,358.9768747712933,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1166.8469330206826,368.9215516523792,1,Home purchase,0,Other,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1621.8258142036825,260.7014342024079,1,Home improvement,0,Credit application incomplete,Male,White,Male,White,Hispanic or Latino
Rancho Sante Fe,2033.8286135093788,286.79785741066064,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,1435.8642966010368,274.579558070938,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2047.4773408409067,355.6250369529347,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1484.7601947465616,236.00591550921274,1,Home purchase,0,Other,Female,Asian,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1605.4392577307356,282.2771033348732,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not applicable
Rancho Sante Fe,2100.7987229030127,358.331699191249,1,Home purchase,0,Mortgage insurance denied,Male,White,Male,White,Hispanic or Latino
Rancho Sante Fe,1771.6934294768876,309.1715201020555,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1772.4979711369401,307.58370123945565,1,Home purchase,0,Mortgage insurance denied,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1766.4355028646576,348.30704941921033,0,Refinancing,0,Credit history,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2153.9818960109674,283.51371044136215,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Female,White,Male,White,Not applicable
Rancho Sante Fe,1874.9046018408328,316.9824265839627,1,Home purchase,0,Credit application incomplete,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1931.9280328422221,299.88242403291065,1,Home purchase,1,,Not applicable,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1729.5713065061134,332.4168134721199,1,Home purchase,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Black or African American,Not Hispanic or Latino
Rancho Sante Fe,2090.995324712464,182.4637454611859,1,Home purchase,0,Other,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1858.95393204136,324.79425631491415,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,2251.3506160477527,270.6609447620966,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Rancho Sante Fe,2024.8146127675993,369.51416545135646,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Hispanic or Latino
Rancho Sante Fe,1860.720555080449,371.36565288636706,1,Home improvement,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1660.1229101598212,316.7492866732459,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1883.743333923718,357.1545181749303,0,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Asian,Not Hispanic or Latino
Rancho Sante Fe,1780.6875161873518,225.220881056935,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1810.3313291120392,330.48145877282536,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1797.91283081146,299.6610790304841,1,Home purchase,0,Collateral,Male,White,Female,White,Not applicable
Rancho Sante Fe,1887.94417652297,231.62460656383047,1,Home purchase,1,,Female,White,Female,White,Not applicable
Rancho Sante Fe,1860.5081005620527,286.61212062821363,1,Home purchase,1,,Female,White,Male,White,Not applicable
Rancho Sante Fe,1617.648777834213,287.3131762661615,0,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1991.0322328262598,327.48604334181204,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Rancho Sante Fe,1970.3926706858567,283.4239686528451,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,2157.1477165975493,266.37369773224674,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1892.9775806774899,311.06236859183565,0,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1695.6236431997345,294.00492892607247,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1756.3698936700187,360.8097672399347,1,Refinancing,0,Employment history,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1856.9767890000483,280.8529800162228,1,Home purchase,1,,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1545.6806673472765,291.42530701717163,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1611.7545830333443,254.653769689807,1,Home purchase,0,Collateral,Male,White,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1596.4091996059226,320.6895195264158,0,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Female,White,Not applicable
Rancho Sante Fe,2189.1445733015435,331.75468931223105,1,Refinancing,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Rancho Sante Fe,1701.4707299575587,277.50776790130453,0,Home purchase,0,Other,Male,White,Female,Multiracial,Not Hispanic or Latino
Rancho Sante Fe,1905.118565324259,321.349633322748,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Rancho Sante Fe,1629.0389711338642,254.2838850558923,1,Home purchase,1,,No co-applicant,Not applicable,Female,White,Hispanic or Latino
Rancho Sante Fe,1521.3618312279928,319.882151486994,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Rancho Sante Fe,1603.9112605767812,329.8437045788812,1,Home improvement,1,,Female,Asian,Male,White,Not applicable
Rancho Sante Fe,2007.691646994532,277.0730879613064,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Rancho Sante Fe,1750.3123868784476,302.93241048034326,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Rancho Sante Fe,1670.0496777200665,328.9709824775655,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
